State/UTs_Code,District_Code,CD Block_Code,Town/Village_Code,Ward_Code,EB_Code,State/UTs_Name,District_Name,Level,Name,Total/Rural/Urban,Literates Population Person,Literates Population Male,Literates Population Female,Illiterate Persons,Illiterate Male,Illiterate Female
8,110,78,0,0,0,RAJASTHAN,Jaipur,CD BLOCK,Kotputli,Total,164232,102974,61258,111135,42340,68795
8,110,78,0,0,0,RAJASTHAN,Jaipur,CD BLOCK,Kotputli,Rural,164232,102974,61258,111135,42340,68795
8,110,78,0,0,0,RAJASTHAN,Jaipur,CD BLOCK,Kotputli,Urban,0,0,0,0,0,0
8,110,78,79000,0,0,RAJASTHAN,Jaipur,VILLAGE,Deota,Rural,1960,1177,783,1082,421,661
8,110,78,79001,0,0,RAJASTHAN,Jaipur,VILLAGE,Banar,Rural,1490,966,524,1064,377,687
8,110,78,79002,0,0,RAJASTHAN,Jaipur,VILLAGE,Chhardara,Rural,1199,732,467,571,178,393
8,110,78,79003,0,0,RAJASTHAN,Jaipur,VILLAGE,Ramgarh,Rural,846,474,372,448,185,263
8,110,78,79004,0,0,RAJASTHAN,Jaipur,VILLAGE,Panera,Rural,930,545,385,397,172,225
8,110,78,79005,0,0,RAJASTHAN,Jaipur,VILLAGE,Ramnagar,Rural,647,399,248,474,178,296
8,110,78,79006,0,0,RAJASTHAN,Jaipur,VILLAGE,Baneti,Rural,3384,2082,1302,2054,765,1289
8,110,78,79007,0,0,RAJASTHAN,Jaipur,VILLAGE,Dhawali,Rural,635,403,232,420,149,271
8,110,78,79008,0,0,RAJASTHAN,Jaipur,VILLAGE,Hasanpura,Rural,322,193,129,196,75,121
8,110,78,79009,0,0,RAJASTHAN,Jaipur,VILLAGE,Raikaranpura,Rural,1667,1044,623,841,324,517
8,110,78,79010,0,0,RAJASTHAN,Jaipur,VILLAGE,Bakhrana,Rural,1118,691,427,680,248,432
8,110,78,79011,0,0,RAJASTHAN,Jaipur,VILLAGE,Amarpura,Rural,812,528,284,623,231,392
8,110,78,79012,0,0,RAJASTHAN,Jaipur,VILLAGE,Nangal Checheeka,Rural,1001,641,360,862,316,546
8,110,78,79013,0,0,RAJASTHAN,Jaipur,VILLAGE,Jaisinghpura,Rural,961,621,340,720,263,457
8,110,78,79014,0,0,RAJASTHAN,Jaipur,VILLAGE,Gopalpura,Rural,2157,1414,743,1433,515,918
8,110,78,79015,0,0,RAJASTHAN,Jaipur,VILLAGE,Karwas,Rural,1062,633,429,603,229,374
8,110,78,79016,0,0,RAJASTHAN,Jaipur,VILLAGE,Banka,Rural,1040,626,414,651,236,415
8,110,78,79017,0,0,RAJASTHAN,Jaipur,VILLAGE,Kaloohera,Rural,631,412,219,427,137,290
8,110,78,79018,0,0,RAJASTHAN,Jaipur,VILLAGE,Gonera,Rural,2059,1284,775,1567,640,927
8,110,78,79019,0,0,RAJASTHAN,Jaipur,VILLAGE,Keshwanagujar,Rural,216,156,60,209,79,130
8,110,78,79020,0,0,RAJASTHAN,Jaipur,VILLAGE,Keshwana Rajput,Rural,1171,733,438,704,274,430
8,110,78,79021,0,0,RAJASTHAN,Jaipur,VILLAGE,Malpura,Rural,1127,749,378,871,305,566
8,110,78,79022,0,0,RAJASTHAN,Jaipur,VILLAGE,Mordha,Rural,1408,903,505,1031,352,679
8,110,78,79023,0,0,RAJASTHAN,Jaipur,VILLAGE,Paniyala,Rural,2464,1610,854,2012,771,1241
8,110,78,79024,0,0,RAJASTHAN,Jaipur,VILLAGE,Kherki Mukkar,Rural,1183,739,444,786,291,495
8,110,78,79025,0,0,RAJASTHAN,Jaipur,VILLAGE,Beenjahera,Rural,586,355,231,325,136,189
8,110,78,79026,0,0,RAJASTHAN,Jaipur,VILLAGE,Sangtera,Rural,1976,1187,789,842,284,558
8,110,78,79027,0,0,RAJASTHAN,Jaipur,VILLAGE,Shekhupur,Rural,542,327,215,296,86,210
8,110,78,79028,0,0,RAJASTHAN,Jaipur,VILLAGE,Molahera,Rural,1825,1182,643,1429,527,902
8,110,78,79029,0,0,RAJASTHAN,Jaipur,VILLAGE,Kherki Veerbhan,Rural,1277,801,476,722,268,454
8,110,78,79030,0,0,RAJASTHAN,Jaipur,VILLAGE,Kharkhari,Rural,705,438,267,473,178,295
8,110,78,79031,0,0,RAJASTHAN,Jaipur,VILLAGE,Ramsinghpura,Rural,1365,883,482,800,274,526
8,110,78,79032,0,0,RAJASTHAN,Jaipur,VILLAGE,Ajeetpura Khurd,Rural,474,277,197,302,137,165
8,110,78,79033,0,0,RAJASTHAN,Jaipur,VILLAGE,Poorannagar,Rural,647,433,214,630,247,383
8,110,78,79034,0,0,RAJASTHAN,Jaipur,VILLAGE,Nareda,Rural,4872,3008,1864,2607,943,1664
8,110,78,79035,0,0,RAJASTHAN,Jaipur,VILLAGE,Chimanpura,Rural,1209,779,430,909,326,583
8,110,78,79036,0,0,RAJASTHAN,Jaipur,VILLAGE,Narsinghpura,Rural,328,197,131,184,73,111
8,110,78,79037,0,0,RAJASTHAN,Jaipur,VILLAGE,Kayampura Was,Rural,1682,1005,677,953,332,621
8,110,78,79038,0,0,RAJASTHAN,Jaipur,VILLAGE,Bhopatpura,Rural,258,156,102,128,48,80
8,110,78,79039,0,0,RAJASTHAN,Jaipur,VILLAGE,Churi,Rural,1073,666,407,784,291,493
8,110,78,79040,0,0,RAJASTHAN,Jaipur,VILLAGE,Pawala Rajput,Rural,609,404,205,544,193,351
8,110,78,79041,0,0,RAJASTHAN,Jaipur,VILLAGE,Nawal Kushal Pura,Rural,256,154,102,175,66,109
8,110,78,79042,0,0,RAJASTHAN,Jaipur,VILLAGE,Padma Ki Dhani,Rural,431,265,166,298,118,180
8,110,78,79043,0,0,RAJASTHAN,Jaipur,VILLAGE,Kuhara,Rural,1071,737,334,873,321,552
8,110,78,79044,0,0,RAJASTHAN,Jaipur,VILLAGE,Kalyanpura Kalan,Rural,1243,808,435,928,316,612
8,110,78,79045,0,0,RAJASTHAN,Jaipur,VILLAGE,Kharab,Rural,2736,1761,975,1795,659,1136
8,110,78,79046,0,0,RAJASTHAN,Jaipur,VILLAGE,Pichani,Rural,657,417,240,483,183,300
8,110,78,79047,0,0,RAJASTHAN,Jaipur,VILLAGE,Shuklawas,Rural,1688,1104,584,1069,363,706
8,110,78,79048,0,0,RAJASTHAN,Jaipur,VILLAGE,Purushottampura,Rural,2000,1270,730,1469,584,885
8,110,78,79049,0,0,RAJASTHAN,Jaipur,VILLAGE,Beri,Rural,1730,1098,632,1380,548,832
8,110,78,79050,0,0,RAJASTHAN,Jaipur,VILLAGE,Sudarpura,Rural,1365,852,513,790,296,494
8,110,78,79051,0,0,RAJASTHAN,Jaipur,VILLAGE,Chacha Nehru Nagar,Rural,528,334,194,381,170,211
8,110,78,79052,0,0,RAJASTHAN,Jaipur,VILLAGE,Dhadha,Rural,864,546,318,585,222,363
8,110,78,79053,0,0,RAJASTHAN,Jaipur,VILLAGE,Talwa,Rural,552,376,176,586,252,334
8,110,78,79054,0,0,RAJASTHAN,Jaipur,VILLAGE,Gulabgarh,Rural,637,410,227,417,176,241
8,110,78,79055,0,0,RAJASTHAN,Jaipur,VILLAGE,Dantil,Rural,3398,2116,1282,2278,911,1367
8,110,78,79056,0,0,RAJASTHAN,Jaipur,VILLAGE,Meerapur,Rural,379,270,109,270,83,187
8,110,78,79057,0,0,RAJASTHAN,Jaipur,VILLAGE,Dwarikapura,Rural,1132,703,429,774,286,488
8,110,78,79058,0,0,RAJASTHAN,Jaipur,VILLAGE,Jeengor,Rural,1013,594,419,574,259,315
8,110,78,79059,0,0,RAJASTHAN,Jaipur,VILLAGE,Chand Doli,Rural,572,381,191,576,234,342
8,110,78,79060,0,0,RAJASTHAN,Jaipur,VILLAGE,Dudawas,Rural,731,499,232,816,335,481
8,110,78,79061,0,0,RAJASTHAN,Jaipur,VILLAGE,Buchara,Rural,1470,955,515,1312,531,781
8,110,78,79062,0,0,RAJASTHAN,Jaipur,VILLAGE,Rooppura,Rural,917,618,299,877,356,521
8,110,78,79063,0,0,RAJASTHAN,Jaipur,VILLAGE,Fatehpura Khurd,Rural,1118,726,392,787,297,490
8,110,78,79064,0,0,RAJASTHAN,Jaipur,VILLAGE,Bhonawas,Rural,3321,2015,1306,1936,757,1179
8,110,78,79065,0,0,RAJASTHAN,Jaipur,VILLAGE,Torda Goojran,Rural,2046,1338,708,1841,716,1125
8,110,78,79066,0,0,RAJASTHAN,Jaipur,VILLAGE,Taskola,Rural,2370,1489,881,1854,695,1159
8,110,78,79067,0,0,RAJASTHAN,Jaipur,VILLAGE,Panditpura,Rural,935,559,376,543,210,333
8,110,78,79068,0,0,RAJASTHAN,Jaipur,VILLAGE,Gandhi Nagar,Rural,343,235,108,332,126,206
8,110,78,79069,0,0,RAJASTHAN,Jaipur,VILLAGE,Rampura,Rural,1521,1032,489,1117,388,729
8,110,78,79070,0,0,RAJASTHAN,Jaipur,VILLAGE,Bhuree Bharaj,Rural,3693,2495,1198,3801,1468,2333
8,110,78,79071,0,0,RAJASTHAN,Jaipur,VILLAGE,Sujatnagar,Rural,1259,762,497,798,304,494
8,110,78,79072,0,0,RAJASTHAN,Jaipur,VILLAGE,Beethloda,Rural,950,601,349,869,348,521
8,110,78,79073,0,0,RAJASTHAN,Jaipur,VILLAGE,Pawana Aheer,Rural,2112,1316,796,1188,452,736
8,110,78,79074,0,0,RAJASTHAN,Jaipur,VILLAGE,Fatehpura Kalan,Rural,1593,1014,579,916,328,588
8,110,78,79075,0,0,RAJASTHAN,Jaipur,VILLAGE,Saroond,Rural,3366,2080,1286,1980,743,1237
8,110,78,79076,0,0,RAJASTHAN,Jaipur,VILLAGE,Bhojawas,Rural,526,337,189,293,108,185
8,110,78,79077,0,0,RAJASTHAN,Jaipur,VILLAGE,Jagdishpura,Rural,800,490,310,394,148,246
8,110,78,79078,0,0,RAJASTHAN,Jaipur,VILLAGE,Khera Nihalpura,Rural,1629,985,644,1319,579,740
8,110,78,79079,0,0,RAJASTHAN,Jaipur,VILLAGE,Navrangpura,Rural,697,468,229,662,249,413
8,110,78,79080,0,0,RAJASTHAN,Jaipur,VILLAGE,Chanchaki,Rural,419,264,155,292,112,180
8,110,78,79081,0,0,RAJASTHAN,Jaipur,VILLAGE,Shyamnagar,Rural,833,504,329,508,192,316
8,110,78,79082,0,0,RAJASTHAN,Jaipur,VILLAGE,Tapri,Rural,920,614,306,1096,422,674
8,110,78,79083,0,0,RAJASTHAN,Jaipur,VILLAGE,Barabas (Rural),Rural,1268,788,480,767,259,508
8,110,78,79084,0,0,RAJASTHAN,Jaipur,VILLAGE,Basri (Rural),Rural,2430,1472,958,1426,534,892
8,110,78,79085,0,0,RAJASTHAN,Jaipur,VILLAGE,Chaturbhuj,Rural,597,356,241,324,127,197
8,110,78,79086,0,0,RAJASTHAN,Jaipur,VILLAGE,Balawas (Rural),Rural,77,43,34,72,28,44
8,110,78,79087,0,0,RAJASTHAN,Jaipur,VILLAGE,Buchahera (Rural),Rural,701,444,257,476,179,297
8,110,78,79088,0,0,RAJASTHAN,Jaipur,VILLAGE,Bamanwas,Rural,817,498,319,653,273,380
8,110,78,79089,0,0,RAJASTHAN,Jaipur,VILLAGE,Gopipura,Rural,864,567,297,834,349,485
8,110,78,79090,0,0,RAJASTHAN,Jaipur,VILLAGE,Nangal Panditpura,Rural,1243,810,433,1350,536,814
8,110,78,79091,0,0,RAJASTHAN,Jaipur,VILLAGE,Hansiyawas,Rural,459,328,131,667,280,387
8,110,78,79092,0,0,RAJASTHAN,Jaipur,VILLAGE,Tamoriwas,Rural,521,320,201,349,149,200
8,110,78,79093,0,0,RAJASTHAN,Jaipur,VILLAGE,Nagriwas,Rural,451,297,154,480,191,289
8,110,78,79094,0,0,RAJASTHAN,Jaipur,VILLAGE,Jahidpura,Rural,589,389,200,500,186,314
8,110,78,79095,0,0,RAJASTHAN,Jaipur,VILLAGE,Pejooka,Rural,779,509,270,684,266,418
8,110,78,79096,0,0,RAJASTHAN,Jaipur,VILLAGE,Basai,Rural,1317,822,495,963,383,580
8,110,78,79097,0,0,RAJASTHAN,Jaipur,VILLAGE,Bhaloji,Rural,1328,834,494,882,332,550
8,110,78,79098,0,0,RAJASTHAN,Jaipur,VILLAGE,Khurdi,Rural,1132,673,459,688,274,414
8,110,78,79099,0,0,RAJASTHAN,Jaipur,VILLAGE,Amai,Rural,2535,1494,1041,1434,554,880
8,110,78,79100,0,0,RAJASTHAN,Jaipur,VILLAGE,Pootli,Rural,1354,921,433,1089,402,687
8,110,78,79101,0,0,RAJASTHAN,Jaipur,VILLAGE,Sundarpura,Rural,1919,1242,677,1652,644,1008
8,110,78,79102,0,0,RAJASTHAN,Jaipur,VILLAGE,Kiratpura,Rural,641,403,238,418,159,259
8,110,78,79103,0,0,RAJASTHAN,Jaipur,VILLAGE,Kansli,Rural,1976,1148,828,698,249,449
8,110,78,79104,0,0,RAJASTHAN,Jaipur,VILLAGE,Rahera,Rural,569,334,235,369,149,220
8,110,78,79105,0,0,RAJASTHAN,Jaipur,VILLAGE,Kalyanpura Khurd,Rural,1464,952,512,1038,360,678
8,110,78,79106,0,0,RAJASTHAN,Jaipur,VILLAGE,Kanwarpura,Rural,1534,917,617,735,267,468
8,110,78,79107,0,0,RAJASTHAN,Jaipur,VILLAGE,Mohanpura,Rural,1830,1027,803,691,259,432
8,110,78,79108,0,0,RAJASTHAN,Jaipur,VILLAGE,Mahrampur Rajput,Rural,630,396,234,403,149,254
8,110,78,79109,0,0,RAJASTHAN,Jaipur,VILLAGE,Ajeetpura Kalan,Rural,1111,712,399,780,297,483
8,110,78,79110,0,0,RAJASTHAN,Jaipur,VILLAGE,Bhainslana,Rural,3260,2039,1221,1929,715,1214
8,110,78,79111,0,0,RAJASTHAN,Jaipur,VILLAGE,Koojota,Rural,2289,1388,901,1274,471,803
8,110,78,79112,0,0,RAJASTHAN,Jaipur,VILLAGE,Mahrampur Nawab,Rural,861,509,352,418,179,239
8,110,78,79113,0,0,RAJASTHAN,Jaipur,VILLAGE,Gordhanpura,Rural,2594,1585,1009,1604,612,992
8,110,78,79114,0,0,RAJASTHAN,Jaipur,VILLAGE,Daduka,Rural,1849,1148,701,1326,522,804
8,110,78,79115,0,0,RAJASTHAN,Jaipur,VILLAGE,Pathreri,Rural,3202,1990,1212,2274,863,1411
8,110,78,79116,0,0,RAJASTHAN,Jaipur,VILLAGE,Rughnathpura,Rural,1015,608,407,578,208,370
8,110,78,79117,0,0,RAJASTHAN,Jaipur,VILLAGE,Aspura,Rural,865,553,312,537,198,339
8,110,78,79121,0,0,RAJASTHAN,Jaipur,VILLAGE,Manjukot,Rural,726,423,303,354,139,215
8,110,78,79122,0,0,RAJASTHAN,Jaipur,VILLAGE,Kakrana,Rural,371,239,132,253,85,168
8,110,78,79137,0,0,RAJASTHAN,Jaipur,VILLAGE,Rajnauta,Rural,3053,1901,1152,1822,708,1114
8,110,78,79138,0,0,RAJASTHAN,Jaipur,VILLAGE,Bheevji,Rural,1308,784,524,706,310,396
8,110,78,79139,0,0,RAJASTHAN,Jaipur,VILLAGE,Lunaji,Rural,1246,782,464,792,321,471
8,110,78,79140,0,0,RAJASTHAN,Jaipur,VILLAGE,Karaudi,Rural,1140,682,458,493,197,296
8,110,78,79141,0,0,RAJASTHAN,Jaipur,VILLAGE,Karoli,Rural,3578,2202,1376,2467,1012,1455
8,110,79,0,0,0,RAJASTHAN,Jaipur,CD BLOCK,Viratnagar ,Total,141673,90827,50846,113682,43057,70625
8,110,79,0,0,0,RAJASTHAN,Jaipur,CD BLOCK,Viratnagar ,Rural,141673,90827,50846,113682,43057,70625
8,110,79,0,0,0,RAJASTHAN,Jaipur,CD BLOCK,Viratnagar ,Urban,0,0,0,0,0,0
8,110,79,79118,0,0,RAJASTHAN,Jaipur,VILLAGE,Kirarod,Rural,1638,1040,598,971,348,623
8,110,79,79119,0,0,RAJASTHAN,Jaipur,VILLAGE,Pragpura,Rural,7553,4605,2948,4561,1700,2861
8,110,79,79120,0,0,RAJASTHAN,Jaipur,VILLAGE,Lalana,Rural,1188,746,442,918,345,573
8,110,79,79123,0,0,RAJASTHAN,Jaipur,VILLAGE,Paota,Rural,10044,6027,4017,5429,2092,3337
8,110,79,79124,0,0,RAJASTHAN,Jaipur,VILLAGE,Shiv Nagar,Rural,841,533,308,813,319,494
8,110,79,79125,0,0,RAJASTHAN,Jaipur,VILLAGE,Kooner,Rural,1108,678,430,576,210,366
8,110,79,79126,0,0,RAJASTHAN,Jaipur,VILLAGE,Khelna,Rural,3180,2073,1107,2431,909,1522
8,110,79,79127,0,0,RAJASTHAN,Jaipur,VILLAGE,Ladakawas,Rural,1554,936,618,1156,470,686
8,110,79,79128,0,0,RAJASTHAN,Jaipur,VILLAGE,Theekariya,Rural,1765,1115,650,1533,577,956
8,110,79,79129,0,0,RAJASTHAN,Jaipur,VILLAGE,Tordabrahmanan,Rural,1055,679,376,879,324,555
8,110,79,79130,0,0,RAJASTHAN,Jaipur,VILLAGE,Tulsipura,Rural,1075,709,366,751,274,477
8,110,79,79131,0,0,RAJASTHAN,Jaipur,VILLAGE,Gurha,Rural,333,203,130,191,72,119
8,110,79,79132,0,0,RAJASTHAN,Jaipur,VILLAGE,Barnagar,Rural,5867,3640,2227,3830,1465,2365
8,110,79,79133,0,0,RAJASTHAN,Jaipur,VILLAGE,Kalyanpura,Rural,798,510,288,608,234,374
8,110,79,79134,0,0,RAJASTHAN,Jaipur,VILLAGE,Jodhpura,Rural,1271,808,463,962,338,624
8,110,79,79135,0,0,RAJASTHAN,Jaipur,VILLAGE,Bhankhari,Rural,4509,2935,1574,3519,1268,2251
8,110,79,79136,0,0,RAJASTHAN,Jaipur,VILLAGE,Mandha,Rural,3684,2303,1381,3148,1243,1905
8,110,79,79142,0,0,RAJASTHAN,Jaipur,VILLAGE,Panch Pahari,Rural,1253,735,518,972,391,581
8,110,79,79143,0,0,RAJASTHAN,Jaipur,VILLAGE,Pachhodala,Rural,3407,2162,1245,3316,1383,1933
8,110,79,79144,0,0,RAJASTHAN,Jaipur,VILLAGE,Neemli,Rural,506,350,156,548,227,321
8,110,79,79145,0,0,RAJASTHAN,Jaipur,VILLAGE,Bajrangpura,Rural,1514,960,554,1211,457,754
8,110,79,79146,0,0,RAJASTHAN,Jaipur,VILLAGE,Rampura Khurd,Rural,555,363,192,382,154,228
8,110,79,79147,0,0,RAJASTHAN,Jaipur,VILLAGE,Shyolal Pura,Rural,235,144,91,297,117,180
8,110,79,79148,0,0,RAJASTHAN,Jaipur,VILLAGE,Kairli,Rural,1359,865,494,1155,442,713
8,110,79,79149,0,0,RAJASTHAN,Jaipur,VILLAGE,Hanuman Nagar,Rural,602,378,224,416,157,259
8,110,79,79150,0,0,RAJASTHAN,Jaipur,VILLAGE,Ram Nagar,Rural,267,156,111,168,64,104
8,110,79,79151,0,0,RAJASTHAN,Jaipur,VILLAGE,Antela,Rural,2947,1824,1123,1862,714,1148
8,110,79,79152,0,0,RAJASTHAN,Jaipur,VILLAGE,Gandhi Nagar,Rural,710,474,236,665,251,414
8,110,79,79153,0,0,RAJASTHAN,Jaipur,VILLAGE,Bahdoda,Rural,293,182,111,278,111,167
8,110,79,79154,0,0,RAJASTHAN,Jaipur,VILLAGE,Neelka,Rural,526,336,190,402,162,240
8,110,79,79155,0,0,RAJASTHAN,Jaipur,VILLAGE,Dhani Gaiskan,Rural,1495,917,578,1070,417,653
8,110,79,79156,0,0,RAJASTHAN,Jaipur,VILLAGE,Bhabroo,Rural,4005,2604,1401,3319,1250,2069
8,110,79,79157,0,0,RAJASTHAN,Jaipur,VILLAGE,Dera,Rural,182,131,51,214,82,132
8,110,79,79158,0,0,RAJASTHAN,Jaipur,VILLAGE,Dolyapur,Rural,613,340,273,266,118,148
8,110,79,79159,0,0,RAJASTHAN,Jaipur,VILLAGE,Sitapur,Rural,565,351,214,594,241,353
8,110,79,79160,0,0,RAJASTHAN,Jaipur,VILLAGE,Luhakana Kalan,Rural,1432,895,537,1035,388,647
8,110,79,79161,0,0,RAJASTHAN,Jaipur,VILLAGE,Luhakana Khurd,Rural,1306,761,545,681,265,416
8,110,79,79162,0,0,RAJASTHAN,Jaipur,VILLAGE,Dhoolkot,Rural,558,344,214,319,129,190
8,110,79,79163,0,0,RAJASTHAN,Jaipur,VILLAGE,Kishanpura,Rural,840,540,300,711,260,451
8,110,79,79164,0,0,RAJASTHAN,Jaipur,VILLAGE,Banipark,Rural,666,426,240,567,226,341
8,110,79,79165,0,0,RAJASTHAN,Jaipur,VILLAGE,Bagawas Ahiran,Rural,1744,1096,648,1294,512,782
8,110,79,79166,0,0,RAJASTHAN,Jaipur,VILLAGE,Taliyara,Rural,689,440,249,596,207,389
8,110,79,79167,0,0,RAJASTHAN,Jaipur,VILLAGE,Bhagatpura,Rural,625,394,231,576,236,340
8,110,79,79168,0,0,RAJASTHAN,Jaipur,VILLAGE,Jaisinghpura,Rural,1806,1172,634,1473,566,907
8,110,79,79169,0,0,RAJASTHAN,Jaipur,VILLAGE,Surajpura,Rural,964,584,380,628,237,391
8,110,79,79170,0,0,RAJASTHAN,Jaipur,VILLAGE,Bahadurpura,Rural,806,488,318,489,182,307
8,110,79,79171,0,0,RAJASTHAN,Jaipur,VILLAGE,Chheetoli,Rural,1295,806,489,964,381,583
8,110,79,79172,0,0,RAJASTHAN,Jaipur,VILLAGE,Devipura @ Baniya Ka Bas,Rural,271,182,89,328,124,204
8,110,79,79173,0,0,RAJASTHAN,Jaipur,VILLAGE,Bahrampur,Rural,131,86,45,119,44,75
8,110,79,79174,0,0,RAJASTHAN,Jaipur,VILLAGE,Jadoo Ka Bas,Rural,202,137,65,193,73,120
8,110,79,79175,0,0,RAJASTHAN,Jaipur,VILLAGE,Bhojpura @ Lakhawala,Rural,693,505,188,821,293,528
8,110,79,79176,0,0,RAJASTHAN,Jaipur,VILLAGE,Rughnathpura @ Taloo Ka Bas,Rural,429,307,122,567,235,332
8,110,79,79177,0,0,RAJASTHAN,Jaipur,VILLAGE,Deoli,Rural,825,557,268,967,368,599
8,110,79,79178,0,0,RAJASTHAN,Jaipur,VILLAGE,Badshahpur,Rural,286,189,97,354,143,211
8,110,79,79179,0,0,RAJASTHAN,Jaipur,VILLAGE,Sothana,Rural,455,338,117,508,189,319
8,110,79,79180,0,0,RAJASTHAN,Jaipur,VILLAGE,Kankrana Chhota,Rural,456,314,142,485,199,286
8,110,79,79181,0,0,RAJASTHAN,Jaipur,VILLAGE,Kankrana Bara,Rural,381,267,114,381,141,240
8,110,79,79182,0,0,RAJASTHAN,Jaipur,VILLAGE,Papra,Rural,1019,686,333,1111,413,698
8,110,79,79183,0,0,RAJASTHAN,Jaipur,VILLAGE,Chak Kharda,Rural,269,164,105,166,52,114
8,110,79,79184,0,0,RAJASTHAN,Jaipur,VILLAGE,Kuhada,Rural,1144,775,369,1106,410,696
8,110,79,79185,0,0,RAJASTHAN,Jaipur,VILLAGE,Bandh Muzaffarpur,Rural,389,275,114,470,191,279
8,110,79,79186,0,0,RAJASTHAN,Jaipur,VILLAGE,Chak Muzaffarpur,Rural,20,12,8,17,6,11
8,110,79,79187,0,0,RAJASTHAN,Jaipur,VILLAGE,Chak Gorawari,Rural,24,17,7,50,24,26
8,110,79,79188,0,0,RAJASTHAN,Jaipur,VILLAGE,Ismailpur,Rural,407,240,167,331,119,212
8,110,79,79189,0,0,RAJASTHAN,Jaipur,VILLAGE,Mahasingh Ka Bas,Rural,588,383,205,473,171,302
8,110,79,79190,0,0,RAJASTHAN,Jaipur,VILLAGE,Sujapur,Rural,61,41,20,70,30,40
8,110,79,79191,0,0,RAJASTHAN,Jaipur,VILLAGE,Chak Chamroli,Rural,35,22,13,25,8,17
8,110,79,79192,0,0,RAJASTHAN,Jaipur,VILLAGE,Gopipur,Rural,117,79,38,131,51,80
8,110,79,79193,0,0,RAJASTHAN,Jaipur,VILLAGE,Papri,Rural,1308,816,492,992,407,585
8,110,79,79194,0,0,RAJASTHAN,Jaipur,VILLAGE,Biyawas,Rural,1173,785,388,1365,528,837
8,110,79,79195,0,0,RAJASTHAN,Jaipur,VILLAGE,Dhobiyawali,Rural,424,258,166,376,161,215
8,110,79,79196,0,0,RAJASTHAN,Jaipur,VILLAGE,Chatarpura,Rural,876,545,331,563,217,346
8,110,79,79197,0,0,RAJASTHAN,Jaipur,VILLAGE,Jawanpura,Rural,1150,715,435,716,250,466
8,110,79,79198,0,0,RAJASTHAN,Jaipur,VILLAGE,Khatolai,Rural,1269,747,522,577,195,382
8,110,79,79199,0,0,RAJASTHAN,Jaipur,VILLAGE,Leelon Ka Bas,Rural,468,299,169,352,127,225
8,110,79,79200,0,0,RAJASTHAN,Jaipur,VILLAGE,Surpura,Rural,561,369,192,390,130,260
8,110,79,79201,0,0,RAJASTHAN,Jaipur,VILLAGE,Jogiyon Ki Dhani,Rural,768,494,274,555,193,362
8,110,79,79202,0,0,RAJASTHAN,Jaipur,VILLAGE,Gurjarpura,Rural,411,268,143,316,117,199
8,110,79,79203,0,0,RAJASTHAN,Jaipur,VILLAGE,Bagawas Chaurasi,Rural,1818,1203,615,1581,570,1011
8,110,79,79204,0,0,RAJASTHAN,Jaipur,VILLAGE,Beelwari,Rural,1652,1060,592,1296,468,828
8,110,79,79205,0,0,RAJASTHAN,Jaipur,VILLAGE,Bas Udaisingh,Rural,331,223,108,276,108,168
8,110,79,79206,0,0,RAJASTHAN,Jaipur,VILLAGE,Dhole Kothi,Rural,504,305,199,463,183,280
8,110,79,79207,0,0,RAJASTHAN,Jaipur,VILLAGE,Kukdela,Rural,564,367,197,382,134,248
8,110,79,79208,0,0,RAJASTHAN,Jaipur,VILLAGE,Khera,Rural,535,369,166,560,210,350
8,110,79,79209,0,0,RAJASTHAN,Jaipur,VILLAGE,Norang Pura,Rural,2090,1380,710,1952,724,1228
8,110,79,79210,0,0,RAJASTHAN,Jaipur,VILLAGE,Bhairunpura,Rural,455,300,155,365,129,236
8,110,79,79211,0,0,RAJASTHAN,Jaipur,VILLAGE,Sewara,Rural,615,441,174,752,279,473
8,110,79,79212,0,0,RAJASTHAN,Jaipur,VILLAGE,Teori,Rural,2001,1345,656,1701,634,1067
8,110,79,79213,0,0,RAJASTHAN,Jaipur,VILLAGE,Gyanpura,Rural,198,144,54,287,115,172
8,110,79,79214,0,0,RAJASTHAN,Jaipur,VILLAGE,Daulaj,Rural,215,138,77,214,79,135
8,110,79,79215,0,0,RAJASTHAN,Jaipur,VILLAGE,Chak Bai Ka Bas,Rural,0,0,0,0,0,0
8,110,79,79216,0,0,RAJASTHAN,Jaipur,VILLAGE,Bhojera,Rural,529,387,142,733,294,439
8,110,79,79217,0,0,RAJASTHAN,Jaipur,VILLAGE,Satana,Rural,692,455,237,490,190,300
8,110,79,79218,0,0,RAJASTHAN,Jaipur,VILLAGE,Jodhoola,Rural,346,255,91,500,189,311
8,110,79,79219,0,0,RAJASTHAN,Jaipur,VILLAGE,Jodhoola Upala,Rural,340,246,94,447,179,268
8,110,79,79220,0,0,RAJASTHAN,Jaipur,VILLAGE,Galawas,Rural,143,95,48,293,131,162
8,110,79,79221,0,0,RAJASTHAN,Jaipur,VILLAGE,Cheend,Rural,289,213,76,459,189,270
8,110,79,79222,0,0,RAJASTHAN,Jaipur,VILLAGE,Maliwara,Rural,445,304,141,552,228,324
8,110,79,79223,0,0,RAJASTHAN,Jaipur,VILLAGE,Poorawala,Rural,534,357,177,519,187,332
8,110,79,79224,0,0,RAJASTHAN,Jaipur,VILLAGE,Med,Rural,5487,3584,1903,4892,1809,3083
8,110,79,79225,0,0,RAJASTHAN,Jaipur,VILLAGE,Shyampura,Rural,1219,777,442,1100,396,704
