StateName,DistrictName,BlockName,GramPanchayatName,IHHLTotalAsPerDetails,IHHLTotalAch,Date
Rajasthan,JAIPUR,JAMWA RAMGARH,SANKOTADA,604,604,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,JAMWA RAMGARH,TALA,1638,1638,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,JAMWA RAMGARH,THALI,975,975,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,JAMWA RAMGARH,THOLAI,1255,1255,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,JAMWA RAMGARH,TODAMEENA,867,867,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,JHOTWARA,BAGUS,1190,1190,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,JHOTWARA,BHAMBORI,1408,1408,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,JHOTWARA,BOYTAWALA,1688,1688,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,JHOTWARA,DHANKYA,1192,1192,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,JHOTWARA,DURJANIYAWAS,1474,1474,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,JHOTWARA,FATEHPURA,1438,1438,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,JHOTWARA,HATHOJ,2211,2211,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,JHOTWARA,KALWAR,2150,2150,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,JHOTWARA,MACHAWA,1339,1339,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,JHOTWARA,MANDHA BHOPAWAS,1643,1643,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,JHOTWARA,MUNDIYA RAMSAR,1402,1402,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,JHOTWARA,NIMEEDA,1087,1087,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,JHOTWARA,NIWAROO,3988,3988,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,JHOTWARA,PANCHAR,1384,1384,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,JHOTWARA,PEETHAWAS,1007,1007,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,JHOTWARA,SARNA CHOR,1547,1547,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,JHOTWARA,SARNA DOONGAR,1552,1552,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,JHOTWARA,SHYOSINGH PURA @ SHYOPURA,1714,1714,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,AMAI,261,261,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,BANAR,1091,1091,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,BANETHI,2004,2004,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,BASAI,989,989,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,BHALOJI,930,930,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,CHHATURBHUJ,690,690,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,CHIMANPURA,1683,1683,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,DEOTA,820,820,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,GONEDA,1067,1067,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,GOPALPURA,596,596,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,GOVARDHANPURA,1187,1187,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,JAI SINGHPURA,558,558,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,KALYANPURA KALAN,1125,1125,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,KALYANPURA KHURD,1527,1527,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,KANSLI,789,789,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,KANWARPURA,540,540,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,KESHWANA RAJPUT,1057,1057,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,KHADAB,1234,1234,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,KHERKI VEERBHAN,1043,1043,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,KOOJOTA,1199,1199,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,MOHANPURA,704,704,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,MOLAHERA,802,802,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,NANGAL PANDITPURA,1208,1208,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,NAREDA,1008,1008,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,PANIYALA,1003,1003,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,RAIKARNPURA,913,913,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,RAMSINGHPURA,1256,1256,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,SANGATERA,824,824,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,SARUND,794,794,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,SHUKLAWAS,1169,1169,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,KOTPUTLI,SUNDERPURA,315,315,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PAOTA,BARNAGAR,1502,1502,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PAOTA,BHAINSLANA,1155,1155,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PAOTA,BHANKARI,561,561,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PAOTA,BHONAWAS,705,705,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PAOTA,BHUCHARA,458,458,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PAOTA,BHURI BHARAJ,1488,1488,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PAOTA,DANTIL,800,800,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PAOTA,DWARIKA PURA,590,590,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PAOTA,FATEHPURA KHURD,844,844,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PAOTA,JODHPURA,777,777,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PAOTA,KARAUDI,582,582,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PAOTA,KAROLI,1304,1304,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PAOTA,KHELANA,842,842,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PAOTA,KOONER,928,928,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PAOTA,LADA KA BAS,218,218,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PAOTA,MANDHA,1263,1263,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PAOTA,PACHHODALA,1506,1506,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PAOTA,PANDITPURA,1019,1019,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PAOTA,PAOTA,2338,2338,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PAOTA,PATHAREDI,1899,1899,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PAOTA,PRAGPURA,873,873,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PAOTA,PREMNAGAR,468,468,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PAOTA,PURSHOTAM PURA,758,758,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PAOTA,RAJNOTA,2025,2025,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PAOTA,SUDRPURA,1112,1112,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PAOTA,TASKOLA,1148,1148,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PAOTA,TORDA GUJRAN,1618,1618,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PAOTA,TULSI PURA,1727,1727,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PAOTA,VEER TAJAJI NAGAR,819,819,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,BHANKAROTA,1429,1429,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,CHAKWARA,1072,1072,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,CHANDAMA KALAN,1071,1071,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,CHITTORA,1122,1122,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,CHORU,1835,1835,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,DABICH,1066,1066,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,DIDAWATA,1412,1412,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,DOSARA,1104,1104,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,GOHANDI,1476,1476,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,HARSULIYA,1231,1231,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,JHADALA,1313,1313,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,KANSEL,1205,1205,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,KISHORPURA,1618,1618,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,LADANA,1220,1220,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,LASADIYA,1616,1616,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,MADHORAJ PURA,1601,1601,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,MADOR,1176,1176,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,MANDAWARI,1472,1472,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,MANDI,1106,1106,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,MENDWAS,1148,1148,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,MOHABBATPURA,1222,1222,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,MOHANPURA PRITHWISINGH,1409,1409,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,NAREDA,1526,1526,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,NEEMERA,1676,1676,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,PACHALA,1081,1081,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,PAHARIYA,1344,1344,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,PARWAN,1141,1141,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,PHAGI,2103,2103,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,PIPALA,1309,1309,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,RENWAL MAJI,2445,2445,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,ROTWARA,1047,1047,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,PHAGI,SAWAI JAI SINGH PURA,1179,1179,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,ANAT PURA,763,763,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,BABER WALO KI DHANI,1891,1891,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,BADHAL,2500,2500,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,BAGAWAS,1523,1523,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,BASARI KHURD,1371,1371,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,BASSINAGA,919,919,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,BHADWA,1857,1857,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,BHAISAWA,1635,1635,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,BHAISLANA,1592,1592,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,BHOJPURA KALAN,993,993,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,DEHARA,767,767,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,DHANI NAGAN,719,719,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,DIYODI,1317,1317,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,DUNGARI KALAN,1533,1533,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,DUNGARI KHURD,1528,1528,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,DUNGARSI KA BAS,883,883,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,HARSOLI,1340,1340,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,HINGONIYA,1820,1820,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,ITAWA,1653,1653,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,JAISINGH PURA,1418,1418,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,JORPURA (JOBNER),1384,1384,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,JORPURA (S),1267,1267,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,KAJIPURA,1161,1161,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,KALAKH,1030,1030,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,KARANSAR,2016,2016,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,KHANDEL,1302,1302,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,KHEJDA WAS,1037,1037,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,KHERI MALIK,1419,1419,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,KUDIYO KA BAS,1067,1067,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,LALASAR,1888,1888,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,LOHARWARA,983,983,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,LUNIYA WAS,1591,1591,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,MALIK PUR,1048,1048,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,MANDA BHIM SINGH,2218,2218,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,MUNDIYA GARH,897,897,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,MUNDLI RANJITPURA,903,903,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,MUNDOTI,995,995,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,MUNDWARA,1068,1068,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,MURLIPURA,1207,1207,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,NANDRI,1077,1077,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,NAURANG PURA,1280,1280,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,PACHPODIYA,913,913,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,RALAWTA,1339,1339,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,RAMJI PURA KALAN,1305,1305,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,SINODIYA,1202,1202,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,TEJA KA BAS,1229,1229,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SAMBHAR,TIYOD,1259,1259,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,AJAIRAJPURA,1144,1144,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,ASHAWALA,451,451,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,AWANIYA,1001,1001,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,BARI KA BAS,811,811,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,BHAMBHORIYA,1035,1035,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,BHAPURA,1210,1210,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,BILWA,1856,1856,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,DADIYA,759,759,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,DANTLI,1418,1418,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,DEHMI KALLAN,1209,1209,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,DEVALIYA,937,937,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,GONER,1405,1405,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,JAGNNATHPURA,395,395,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,JAISINGHPURA,1177,1177,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,KALWADA,1421,1421,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,KAPOORAWALA,1114,1114,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,KHERI GOKULPURA,736,736,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,LANKHA,837,837,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,MADAU,979,979,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,MAHAPURA,1668,1668,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,MOHANPURA,1060,1060,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,MUHANA,1500,1500,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,NARSINGH PURA,1232,1232,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,NEOTA,1242,1242,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,PANWALIYA,1709,1709,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,SHRIRAM KI NAGAL,1511,1511,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,THEEKARIYA,1263,1263,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,UTIRAMPURA,1111,1111,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,VIDHANI,1258,1258,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SANGANER,WATIKA,1519,1519,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,AMARSAR,2347,2347,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,BARI JORI,1798,1798,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,BIDDRA,1223,1223,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,BISHANGARH,1180,1180,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,BLINDERPUR,2198,2198,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,CHHARSA,1487,1487,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,CHIMANPURA,1030,1030,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,DEVIPURA,1612,1612,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,DEWAN,1852,1852,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,DHANOTA,1785,1785,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,DHAWLI,3017,3017,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,GHASIPURA,643,643,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,GOVINDPURA BASSRI,2069,2069,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,HANUT PURA,1506,1506,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,HANUTIYA,1241,1241,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,JAGATPURA,1513,1513,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,KANT,933,933,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,KARIRI,2188,2188,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,KHORALARKHANI,1920,1920,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,KHORI,1963,1963,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,LETKAWAS,1478,1478,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,MAHAR KHURD,1507,1507,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,MANHORPUR,7864,7864,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,MURLIPURA,1337,1337,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,NATHAWALA,1593,1593,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,NAWALPURA,974,974,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,NAYAN,1774,1774,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,NAYAWAS,1063,1063,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,RADAWAS,1327,1327,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,SAIWAR,839,839,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,SURANA,1245,1245,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,TODI,679,679,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,SHAHPURA,UDAWALA,1370,1370,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,VIRATNAGAR,AMLODA,559,559,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,VIRATNAGAR,ANTELA,1886,1886,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,VIRATNAGAR,BADODIYA,753,753,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,VIRATNAGAR,BAGAWAS AHIRAN,1175,1175,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,VIRATNAGAR,BAGAWAS CHORASI,943,943,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,VIRATNAGAR,BAJRANG PURA,1499,1499,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,VIRATNAGAR,BEEL WADI,1255,1255,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,VIRATNAGAR,BHABROO,1779,1779,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,VIRATNAGAR,BHAMOD,1021,1021,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,VIRATNAGAR,CHAPRA KHURD,2280,2280,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,VIRATNAGAR,CHHITOLI,1255,1255,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,VIRATNAGAR,DHANI GAISKAN,666,666,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,VIRATNAGAR,GOVINDPURA DHABHAI,1316,1316,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,VIRATNAGAR,JAI SINGH PURA,1395,1395,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,VIRATNAGAR,JAJEKALLAN,885,885,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,VIRATNAGAR,JAWAN PURA,573,573,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,VIRATNAGAR,JODHULA,719,719,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,VIRATNAGAR,KAIRLI,1042,1042,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,VIRATNAGAR,KUHADA,958,958,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,VIRATNAGAR,LUHAKANA,1353,1353,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,VIRATNAGAR,MED,2382,2382,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,VIRATNAGAR,NAURANG PURA,1716,1716,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,VIRATNAGAR,PALDI,634,634,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,VIRATNAGAR,PAPRA,901,901,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,VIRATNAGAR,PURA WALA,1292,1292,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,VIRATNAGAR,RAMPURA,1164,1164,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,VIRATNAGAR,SOTHANA,1165,1165,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,VIRATNAGAR,TALWA,892,892,3/18/2019 12:00:00 AM
Rajasthan,JAIPUR,VIRATNAGAR,TEORI,1073,1073,3/18/2019 12:00:00 AM
